OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,City,State,Region,Country,ProductID,Quantity,UnitPrice,Discount,SalesAmount,CostAmount,Profit,PaymentMethod,ReturnStatus,ManagerEmail
ORD-20240338,2024-01-22,2024-01-27,Second Class,CUST-1051,Valued Customer,Mumbai,MH,West,India,PRD-114,9,143.45,0.15,1097.39,990.0,107.39,UPI,Delivered,west.manager@ysm.com
ORD-20240308,2024-01-22,2024-01-28,Same Day,CUST-1076,Rahul Wilson,San Francisco,CA,US-West,USA,PRD-103,1,1210.31,0.0,1210.31,800.0,410.31,UPI,Delivered,us.manager@ysm.com
ORD-20240002,2024-01-22,2024-01-28,Standard Class,CUST-1071,Rahul Brown,Chicago,IL,US-Central,USA,PRD-107,5,494.5,0.05,2348.88,1900.0,448.88,UPI,Delivered,us.manager@ysm.com
ORD-20240109,2024-01-23,2024-01-29,Standard Class,CUST-1051,Valued Customer,Mumbai,MH,West,India,PRD-108,1,100.0,0.0,100.0,75.0,25.0,Net Banking,In Transit,west.manager@ysm.com
ORD-20240095,2024-01-24,2024-01-27,First Class,CUST-1025,Fatima Wilson,Berlin,BER,Europe,Germany,PRD-104,4,85.45,0.0,341.8,240.0,101.8,Debit Card,Returned,europe.manager@ysm.com
ORD-20240297,2024-01-25,2024-01-28,Same Day,CUST-1040,Valued Customer,Mumbai,MH,West,India,PRD-107,10,578.3,0.0,5783.0,3800.0,1983.0,Net Banking,Delivered,west.manager@ysm.com
ORD-20240018,2024-01-26,2024-01-29,Second Class,CUST-1054,Valued Customer,Mumbai,MH,West,India,PRD-101,2,1226.02,0.0,2452.04,1700.0,752.04,Debit Card,Returned,west.manager@ysm.com
ORD-20240197,2024-01-27,2024-02-01,Second Class,CUST-1090,Emily Taylor,Bengaluru,KA,South,India,PRD-109,1,82.11,0.15,69.79,65.0,4.79,Net Banking,Delivered,south.manager@ysm.com
ORD-20240201,2024-01-28,2024-02-01,Second Class,CUST-1097,Valued Customer,Mumbai,MH,West,India,PRD-113,10,578.91,0.15,4920.74,4500.0,420.74,Debit Card,Delivered,west.manager@ysm.com
ORD-20240133,2024-01-28,2024-01-29,First Class,CUST-1008,John Iyer,Chennai,TN,South,India,PRD-112,5,348.29,0.0,1741.45,1400.0,341.45,Debit Card,Delivered,south.manager@ysm.com
ORD-20240145,2024-01-28,2024-01-31,Standard Class,CUST-1005,Kavita Sharma,Chennai,TN,South,India,PRD-104,9,83.25,0.15,636.86,540.0,96.86,Net Banking,Returned,south.manager@ysm.com
ORD-20240049,2024-01-31,2024-02-03,Second Class,CUST-1088,Fatima Brown,Delhi,DL,North,India,PRD-105,10,106.1,0.1,954.9,700.0,254.9,Credit Card,Delivered,north.manager@ysm.com
ORD-20240304,2024-02-02,2024-02-08,Second Class,CUST-1059,Fatima Sharma,Singapore,SG,Asia-Pac,Singapore,PRD-102,5,1461.47,0.1,6576.62,4750.0,1826.62,Debit Card,Delivered,apac.manager@ysm.com
ORD-20240321,2024-02-03,2024-02-06,Same Day,CUST-1066,Priya Smith,Delhi,DL,North,India,PRD-102,9,1368.8,0.1,11087.28,8550.0,2537.28,Cash on Delivery,Returned,north.manager@ysm.com
ORD-20240198,2024-02-06,2024-02-08,Same Day,CUST-1092,Valued Customer,Mumbai,MH,West,India,PRD-103,6,1149.67,0.15,5863.32,4800.0,1063.32,Debit Card,Returned,west.manager@ysm.com
ORD-20240021,2024-02-06,2024-02-09,Standard Class,CUST-1031,Aarav Singh,San Francisco,CA,US-West,USA,PRD-114,9,173.56,0.0,1562.04,990.0,572.04,Credit Card,Returned,us.manager@ysm.com
ORD-20240181,2024-02-06,2024-02-07,Second Class,CUST-1078,Ananya Deshmukh,Dubai,DXB,Asia-Pac,UAE,PRD-106,1,334.93,0.15,284.69,240.0,44.69,Net Banking,Delivered,apac.manager@ysm.com
ORD-20240034,2024-02-10,2024-02-11,First Class,CUST-1044,Valued Customer,Mumbai,MH,West,India,PRD-105,7,93.74,0.15,557.75,490.0,67.75,Credit Card,In Transit,west.manager@ysm.com
ORD-20240039,2024-02-13,2024-02-17,Same Day,CUST-1100,Pooja Khan,London,LDN,Europe,UK,PRD-105,3,105.67,0.05,301.16,210.0,91.16,Cash on Delivery,Delivered,europe.manager@ysm.com
ORD-20240045,2024-02-13,2024-02-14,Standard Class,CUST-1057,Valued Customer,Mumbai,MH,West,India,PRD-109,10,84.32,0.05,801.04,650.0,151.04,UPI,Delivered,west.manager@ysm.com
ORD-20240177,2024-02-13,2024-02-19,Same Day,CUST-1077,Vikram Johnson,Chennai,TN,South,India,PRD-109,3,97.12,0.0,291.36,195.0,96.36,Debit Card,Delivered,south.manager@ysm.com
ORD-20240243,2024-02-14,2024-02-16,Second Class,CUST-1028,Priya Singh,London,LDN,Europe,UK,PRD-101,9,1123.1,0.1,9097.11,7650.0,1447.11,Credit Card,Delivered,europe.manager@ysm.com
ORD-20240116,2024-02-14,2024-02-18,Same Day,CUST-1069,Rahul Khan,Mumbai,MH,West,India,PRD-107,10,483.21,0.2,3865.68,3800.0,65.68,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20240311,2024-02-16,2024-02-18,Standard Class,CUST-1059,Fatima Sharma,Singapore,SG,Asia-Pac,Singapore,PRD-106,6,362.23,0.1,1956.04,1440.0,516.04,Net Banking,Returned,apac.manager@ysm.com
ORD-20240006,2024-02-16,2024-02-22,First Class,CUST-1070,Pooja Taylor,Delhi,DL,North,India,PRD-102,1,1493.72,0.0,1493.72,950.0,543.72,UPI,Returned,north.manager@ysm.com
ORD-20240001,2024-02-18,2024-02-23,Second Class,CUST-1071,Rahul Brown,Chicago,IL,US-Central,USA,PRD-110,5,208.37,0.1,937.66,750.0,187.66,Debit Card,Returned,us.manager@ysm.com
ORD-20240193,2024-02-18,2024-02-23,First Class,CUST-1059,Fatima Sharma,Singapore,SG,Asia-Pac,Singapore,PRD-114,9,169.96,0.2,1223.71,990.0,233.71,Debit Card,Delivered,apac.manager@ysm.com
ORD-20240348,2024-02-18,2024-02-21,Standard Class,CUST-1035,Ananya Davis,Chennai,TN,South,India,PRD-112,2,367.84,0.15,625.33,560.0,65.33,UPI,Delivered,south.manager@ysm.com
ORD-20240267,2024-02-20,2024-02-22,Same Day,CUST-1098,Sneha Williams,Dubai,DXB,Asia-Pac,UAE,PRD-103,10,1077.27,0.05,10234.07,8000.0,2234.07,Cash on Delivery,Returned,apac.manager@ysm.com
ORD-20240122,2024-02-22,2024-02-26,Standard Class,CUST-1040,Valued Customer,Mumbai,MH,West,India,PRD-103,2,1064.28,0.1,1915.7,1600.0,315.7,Net Banking,Delivered,west.manager@ysm.com
ORD-20240349,2024-02-24,2024-02-27,Second Class,CUST-1024,David Gupta,Bengaluru,KA,South,India,PRD-106,8,290.77,0.15,1977.24,1920.0,57.24,Cash on Delivery,Returned,south.manager@ysm.com
ORD-20240268,2024-02-24,2024-02-26,First Class,CUST-1012,Valued Customer,Dubai,DXB,Asia-Pac,UAE,PRD-111,7,350.35,0.05,2329.83,1540.0,789.83,Net Banking,Delivered,apac.manager@ysm.com
ORD-20240262,2024-02-25,2024-02-26,Standard Class,CUST-1041,Valued Customer,Mumbai,MH,West,India,PRD-103,5,1110.11,0.0,5550.55,4000.0,1550.55,Credit Card,Delivered,west.manager@ysm.com
ORD-20240286,2024-02-26,2024-03-02,Same Day,CUST-1015,Ananya Patel,Dubai,DXB,Asia-Pac,UAE,PRD-101,9,1244.43,0.2,8959.9,7650.0,1309.9,Cash on Delivery,Delivered,apac.manager@ysm.com
ORD-20240345,2024-02-27,2024-03-04,Second Class,CUST-1021,Priya Khan,Singapore,SG,Asia-Pac,Singapore,PRD-107,2,474.8,0.05,902.12,760.0,142.12,UPI,Delivered,apac.manager@ysm.com
ORD-20240310,2024-02-27,2024-03-03,Standard Class,CUST-1026,Sarah Taylor,Chandigarh,CH,North,India,PRD-103,10,1127.03,0.2,9016.24,8000.0,1016.24,UPI,Delivered,north.manager@ysm.com
ORD-20240042,2024-02-27,2024-03-04,Same Day,CUST-1046,Valued Customer,Mumbai,MH,West,India,PRD-113,6,616.24,0.05,3512.57,2700.0,812.57,UPI,Delivered,west.manager@ysm.com
ORD-20240271,2024-02-29,2024-03-04,First Class,CUST-1010,Emily Johnson,Kolkata,WB,East,India,PRD-111,5,304.21,0.15,1292.89,1100.0,192.89,Debit Card,Delivered,east.manager@ysm.com
ORD-20240185,2024-03-02,2024-03-08,Second Class,CUST-1080,Fatima Reddy,Mumbai,MH,West,India,PRD-104,4,79.72,0.0,318.88,240.0,78.88,Net Banking,Delivered,west.manager@ysm.com
ORD-20240089,2024-03-03,2024-03-09,First Class,CUST-1049,Valued Customer,Mumbai,MH,West,India,PRD-114,7,146.49,0.2,820.34,770.0,50.34,Debit Card,Returned,west.manager@ysm.com
ORD-20240232,2024-03-03,2024-03-04,Same Day,CUST-1066,Priya Smith,Delhi,DL,North,India,PRD-114,3,172.97,0.15,441.07,330.0,111.07,UPI,Delivered,north.manager@ysm.com
ORD-20240230,2024-03-05,2024-03-09,First Class,CUST-1098,Sneha Williams,Dubai,DXB,Asia-Pac,UAE,PRD-107,4,512.19,0.2,1639.01,1520.0,119.01,Credit Card,Returned,apac.manager@ysm.com
ORD-20240203,2024-03-06,2024-03-07,Standard Class,CUST-1064,Fatima Miller,Chennai,TN,South,India,PRD-115,2,45.93,0.15,78.08,70.0,8.08,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20240016,2024-03-07,2024-03-09,Standard Class,CUST-1007,Rohan Sharma,Berlin,BER,Europe,Germany,PRD-107,8,486.72,0.05,3699.07,3040.0,659.07,Credit Card,Delivered,europe.manager@ysm.com
ORD-20240115,2024-03-07,2024-03-08,Same Day,CUST-1083,John Kapoor,London,LDN,Europe,UK,PRD-111,1,343.49,0.0,343.49,220.0,123.49,Cash on Delivery,Delivered,europe.manager@ysm.com
ORD-20240118,2024-03-08,2024-03-09,Same Day,CUST-1045,Valued Customer,Mumbai,MH,West,India,PRD-114,5,136.28,0.15,579.19,550.0,29.19,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20240339,2024-03-08,2024-03-09,First Class,CUST-1008,John Iyer,Chennai,TN,South,India,PRD-102,7,1409.9,0.05,9375.83,6650.0,2725.83,UPI,Delivered,south.manager@ysm.com
ORD-20240325,2024-03-09,2024-03-12,Second Class,CUST-1020,Rohan Wilson,Mumbai,LDN,Europe,UK,PRD-108,6,110.62,0.1,597.35,450.0,147.35,Debit Card,Delivered,europe.manager@ysm.com
ORD-20240009,2024-03-09,2024-03-12,Standard Class,CUST-1014,Rahul Verma,Chennai,TN,South,India,PRD-109,8,90.62,0.2,579.97,520.0,59.97,UPI,Delivered,south.manager@ysm.com
ORD-20240099,2024-03-10,2024-03-14,Second Class,CUST-1073,John Khan,Ahmedabad,GJ,West,India,PRD-102,9,1378.34,0.1,11164.55,8550.0,2614.55,Cash on Delivery,In Transit,west.manager@ysm.com
ORD-20240029,2024-03-10,2024-03-13,Standard Class,CUST-1061,Amit Williams,Bengaluru,KA,South,India,PRD-114,4,145.21,0.05,551.8,440.0,111.8,UPI,Delivered,south.manager@ysm.com
ORD-20240138,2024-03-11,2024-03-17,Same Day,CUST-1027,Vikram Davis,Mumbai,MH,West,India,PRD-103,10,1235.25,0.15,10499.62,8000.0,2499.62,Net Banking,Delivered,west.manager@ysm.com
ORD-20240048,2024-03-13,2024-03-19,Standard Class,CUST-1080,Fatima Reddy,Mumbai,MH,West,India,PRD-102,9,1283.11,0.0,11547.99,8550.0,2997.99,UPI,Delivered,west.manager@ysm.com
ORD-20240315,2024-03-15,2024-03-18,Same Day,CUST-1013,Kavita Johnson,Chennai,TN,South,India,PRD-104,5,89.18,0.0,445.9,300.0,145.9,Net Banking,Delivered,south.manager@ysm.com
ORD-20240060,2024-03-15,2024-03-21,Second Class,CUST-1084,Rohan Davis,Kolkata,WB,East,India,PRD-112,9,371.56,0.2,2675.23,2520.0,155.23,Credit Card,Delivered,east.manager@ysm.com
ORD-20240129,2024-03-16,2024-03-22,Second Class,CUST-1022,Michael Iyer,Chennai,TN,South,India,PRD-115,5,48.34,0.15,205.44,175.0,30.44,Net Banking,Delivered,south.manager@ysm.com
ORD-20240056,2024-03-18,2024-03-21,Same Day,CUST-1066,Priya Smith,Delhi,DL,North,India,PRD-105,2,102.39,0.15,174.06,140.0,34.06,Net Banking,Returned,north.manager@ysm.com
ORD-20240223,2024-03-18,2024-03-20,Standard Class,CUST-1038,Sneha Johnson,Chennai,TN,South,India,PRD-104,9,79.04,0.05,675.79,540.0,135.79,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20240151,2024-03-18,2024-03-24,Same Day,CUST-1068,Alex Patel,Mumbai,MH,West,India,PRD-103,3,1078.33,0.1,2911.49,2400.0,511.49,Debit Card,Delivered,west.manager@ysm.com
ORD-20240153,2024-03-19,2024-03-23,Same Day,CUST-1059,Fatima Sharma,Singapore,SG,Asia-Pac,Singapore,PRD-109,4,98.03,0.15,333.3,260.0,73.3,Debit Card,Delivered,apac.manager@ysm.com
ORD-20240007,2024-03-19,2024-03-25,Standard Class,CUST-1046,Valued Customer,Mumbai,MH,West,India,PRD-104,4,75.02,0.1,270.07,240.0,30.07,Net Banking,In Transit,west.manager@ysm.com
ORD-20240054,2024-03-21,2024-03-22,First Class,CUST-1081,Rohan Singh,Berlin,BER,Europe,Germany,PRD-101,6,1252.67,0.1,6764.42,5100.0,1664.42,Debit Card,Delivered,europe.manager@ysm.com
ORD-20240112,2024-03-21,2024-03-24,Standard Class,CUST-1095,Valued Customer,Mumbai,MH,West,India,PRD-111,10,265.34,0.2,2122.72,2200.0,-77.28,Net Banking,Delivered,west.manager@ysm.com
ORD-20240307,2024-03-22,2024-03-25,Second Class,CUST-1054,Valued Customer,Mumbai,MH,West,India,PRD-108,5,90.87,0.2,363.48,375.0,-11.52,Debit Card,Returned,west.manager@ysm.com
ORD-20240166,2024-03-23,2024-03-24,First Class,CUST-1076,Rahul Wilson,San Francisco,CA,US-West,USA,PRD-115,7,52.88,0.15,314.64,245.0,69.64,UPI,Delivered,us.manager@ysm.com
ORD-20240242,2024-03-24,2024-03-30,Same Day,CUST-1084,Rohan Davis,Kolkata,WB,East,India,PRD-108,7,111.86,0.05,743.87,525.0,218.87,Net Banking,Delivered,east.manager@ysm.com
ORD-20240066,2024-03-24,2024-03-26,Second Class,CUST-1090,Emily Taylor,Bengaluru,KA,South,India,PRD-104,1,72.77,0.1,65.49,60.0,5.49,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20240187,2024-03-25,2024-03-29,Second Class,CUST-1045,Valued Customer,Mumbai,MH,West,India,PRD-110,1,235.54,0.05,223.76,150.0,73.76,Credit Card,In Transit,west.manager@ysm.com
ORD-20240072,2024-03-26,2024-03-30,First Class,CUST-1001,Sneha Sharma,Kolkata,WB,East,India,PRD-106,1,346.86,0.2,277.49,240.0,37.49,Debit Card,Delivered,east.manager@ysm.com
ORD-20240346,2024-03-27,2024-04-02,First Class,CUST-1083,John Kapoor,London,LDN,Europe,UK,PRD-103,10,1140.24,0.05,10832.28,8000.0,2832.28,Net Banking,Delivered,europe.manager@ysm.com
ORD-20240275,2024-03-27,2024-03-28,First Class,CUST-1050,Valued Customer,Mumbai,MH,West,India,PRD-107,6,604.23,0.05,3444.11,2280.0,1164.11,Net Banking,In Transit,west.manager@ysm.com
ORD-20240292,2024-03-27,2024-03-28,First Class,CUST-1078,Ananya Deshmukh,Dubai,DXB,Asia-Pac,UAE,PRD-114,7,133.64,0.2,748.38,770.0,-21.62,Net Banking,Delivered,apac.manager@ysm.com
ORD-20240328,2024-03-27,2024-03-28,Same Day,CUST-1001,Sneha Sharma,Kolkata,WB,East,India,PRD-103,10,1157.76,0.1,10419.84,8000.0,2419.84,Debit Card,Delivered,east.manager@ysm.com
ORD-20240204,2024-03-28,2024-03-31,Second Class,CUST-1096,Valued Customer,Mumbai,MH,West,India,PRD-107,10,590.73,0.05,5611.93,3800.0,1811.93,Net Banking,Delivered,west.manager@ysm.com
ORD-20240229,2024-03-30,2024-04-05,Second Class,CUST-1005,Kavita Sharma,Chennai,TN,South,India,PRD-111,2,278.19,0.0,556.38,440.0,116.38,UPI,Delivered,south.manager@ysm.com
ORD-20240098,2024-03-30,2024-04-01,First Class,CUST-1092,Valued Customer,Mumbai,MH,West,India,PRD-112,8,429.39,0.15,2919.85,2240.0,679.85,Credit Card,Returned,west.manager@ysm.com
ORD-20240023,2024-04-01,2024-04-06,Same Day,CUST-1021,Priya Khan,Singapore,SG,Asia-Pac,Singapore,PRD-109,10,97.4,0.1,876.6,650.0,226.6,Cash on Delivery,Returned,apac.manager@ysm.com
ORD-20240248,2024-04-01,2024-04-05,Second Class,CUST-1031,Aarav Singh,San Francisco,CA,US-West,USA,PRD-110,5,181.71,0.15,772.27,750.0,22.27,Credit Card,Delivered,us.manager@ysm.com
ORD-20240222,2024-04-01,2024-04-04,Standard Class,CUST-1020,Rohan Wilson,Mumbai,LDN,Europe,UK,PRD-103,5,995.0,0.0,4975.0,4000.0,975.0,Debit Card,Delivered,europe.manager@ysm.com
ORD-20240168,2024-04-01,2024-04-07,Same Day,CUST-1059,Fatima Sharma,Singapore,SG,Asia-Pac,Singapore,PRD-108,9,93.25,0.15,713.36,675.0,38.36,Debit Card,Delivered,apac.manager@ysm.com
ORD-20240086,2024-04-01,2024-04-03,First Class,CUST-1090,Emily Taylor,Bengaluru,KA,South,India,PRD-110,10,216.67,0.2,1733.36,1500.0,233.36,Net Banking,Delivered,south.manager@ysm.com
ORD-20240093,2024-04-02,2024-04-07,Second Class,CUST-1033,Neha Jones,Berlin,BER,Europe,Germany,PRD-114,4,163.18,0.0,652.72,440.0,212.72,Credit Card,Delivered,europe.manager@ysm.com
ORD-20240152,2024-04-02,2024-04-07,Standard Class,CUST-1008,John Iyer,Chennai,TN,South,India,PRD-111,2,294.17,0.05,558.92,440.0,118.92,Net Banking,In Transit,south.manager@ysm.com
ORD-20240264,2024-04-04,2024-04-10,First Class,CUST-1049,Valued Customer,Mumbai,MH,West,India,PRD-115,3,42.41,0.1,114.51,105.0,9.51,Net Banking,Delivered,west.manager@ysm.com
ORD-20240140,2024-04-05,2024-04-09,Standard Class,CUST-1052,Valued Customer,Mumbai,MH,West,India,PRD-101,4,1216.5,0.2,3892.8,3400.0,492.8,UPI,Delivered,west.manager@ysm.com
ORD-20240162,2024-04-08,2024-04-09,Standard Class,CUST-1035,Ananya Davis,Chennai,TN,South,India,PRD-108,1,108.58,0.2,86.86,75.0,11.86,Debit Card,Delivered,south.manager@ysm.com
ORD-20240111,2024-04-08,2024-04-11,First Class,CUST-1037,Aarav Anderson,New York,NY,US-East,USA,PRD-109,8,91.84,0.0,734.72,520.0,214.72,UPI,Delivered,us.manager@ysm.com
ORD-20240237,2024-04-09,2024-04-14,Second Class,CUST-1099,Pooja Kapoor,Chandigarh,CH,North,India,PRD-107,5,574.76,0.05,2730.11,1900.0,830.11,Credit Card,Delivered,north.manager@ysm.com
ORD-20240040,2024-04-11,2024-04-15,Same Day,CUST-1092,Valued Customer,Mumbai,MH,West,India,PRD-107,4,555.14,0.2,1776.45,1520.0,256.45,Net Banking,Returned,west.manager@ysm.com
ORD-20240300,2024-04-12,2024-04-16,Same Day,CUST-1076,Rahul Wilson,San Francisco,CA,US-West,USA,PRD-111,9,286.11,0.15,2188.74,1980.0,208.74,Net Banking,Delivered,us.manager@ysm.com
ORD-20240113,2024-04-15,2024-04-20,First Class,CUST-1089,Rahul Gupta,Delhi,DL,North,India,PRD-101,5,1206.78,0.05,5732.2,4250.0,1482.2,UPI,Delivered,north.manager@ysm.com
ORD-20240215,2024-04-16,2024-04-22,Standard Class,CUST-1053,Valued Customer,Mumbai,MH,West,India,PRD-111,6,318.6,0.0,1911.6,1320.0,591.6,Net Banking,Returned,west.manager@ysm.com
ORD-20240196,2024-04-17,2024-04-21,First Class,CUST-1082,Vikram Iyer,Chicago,IL,US-Central,USA,PRD-110,8,200.06,0.0,1600.48,1200.0,400.48,Credit Card,Returned,us.manager@ysm.com
ORD-20240090,2024-04-17,2024-04-22,Standard Class,CUST-1028,Priya Singh,London,LDN,Europe,UK,PRD-110,9,186.56,0.0,1679.04,1350.0,329.04,Cash on Delivery,Returned,europe.manager@ysm.com
ORD-20240180,2024-04-18,2024-04-24,Same Day,CUST-1080,Fatima Reddy,Mumbai,MH,West,India,PRD-101,9,1339.63,0.05,11453.84,7650.0,3803.84,Net Banking,Delivered,west.manager@ysm.com
ORD-20240313,2024-04-19,2024-04-22,Same Day,CUST-1009,Valued Customer,Ahmedabad,GJ,West,India,PRD-115,10,47.72,0.0,477.2,350.0,127.2,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20240119,2024-04-24,2024-04-26,First Class,CUST-1036,Emily Deshmukh,Singapore,MH,Asia-Pac,Singapore,PRD-101,7,1330.37,0.05,8846.96,5950.0,2896.96,UPI,In Transit,apac.manager@ysm.com
ORD-20240035,2024-04-26,2024-05-02,Standard Class,CUST-1042,Valued Customer,Mumbai,MH,West,India,PRD-101,7,1235.52,0.0,8648.64,5950.0,2698.64,UPI,Delivered,west.manager@ysm.com
ORD-20240064,2024-04-28,2024-05-04,Standard Class,CUST-1046,Valued Customer,Mumbai,MH,West,India,PRD-107,8,510.61,0.05,3880.64,3040.0,840.64,Net Banking,In Transit,west.manager@ysm.com
ORD-20240022,2024-04-28,2024-05-03,Same Day,CUST-1018,Rohan Patel,London,LDN,Europe,UK,PRD-114,9,140.34,0.05,1199.91,990.0,209.91,Net Banking,Returned,europe.manager@ysm.com
ORD-20240336,2024-04-30,2024-05-04,First Class,CUST-1059,Fatima Sharma,Singapore,SG,Asia-Pac,Singapore,PRD-103,10,1278.96,0.0,12789.6,8000.0,4789.6,Credit Card,Delivered,apac.manager@ysm.com
ORD-20240191,2024-05-02,2024-05-04,Standard Class,CUST-1094,Valued Customer,Mumbai,MH,West,India,PRD-110,8,215.78,0.2,1380.99,1200.0,180.99,Credit Card,Returned,west.manager@ysm.com
ORD-20240182,2024-05-04,2024-05-10,Second Class,CUST-1086,Rohan Verma,Chandigarh,CH,North,India,PRD-111,1,265.26,0.1,238.73,220.0,18.73,Credit Card,Delivered,north.manager@ysm.com
