OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,City,State,Region,Country,ProductID,Quantity,UnitPrice,Discount,SalesAmount,CostAmount,Profit,PaymentMethod,ReturnStatus,ManagerEmail
ORD-20220326,2022-03-02,2022-03-08,Same Day,CUST-1072,Alex Smith,Chennai,TN,South,India,PRD-103,10,1252.62,0.05,11899.89,8000.0,3899.89,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20220023,2022-03-06,2022-03-08,Same Day,CUST-1084,Rohan Davis,Kolkata,WB,East,India,PRD-101,3,1341.93,0.1,3623.21,2550.0,1073.21,Net Banking,In Transit,east.manager@ysm.com
ORD-20220271,2022-03-07,2022-03-08,Same Day,CUST-1076,Rahul Wilson,San Francisco,CA,US-West,USA,PRD-101,6,1146.89,0.2,5505.07,5100.0,405.07,UPI,In Transit,us.manager@ysm.com
ORD-20220253,2022-03-08,2022-03-12,Standard Class,CUST-1017,Emily Deshmukh,Chandigarh,CH,North,India,PRD-102,9,1455.93,0.05,12448.2,8550.0,3898.2,UPI,Delivered,north.manager@ysm.com
ORD-20220048,2022-03-08,2022-03-14,First Class,CUST-1007,Rohan Sharma,Berlin,BER,Europe,Germany,PRD-114,8,139.11,0.2,890.3,880.0,10.3,Cash on Delivery,Delivered,europe.manager@ysm.com
ORD-20220041,2022-03-09,2022-03-15,First Class,CUST-1086,Rohan Verma,Chandigarh,CH,North,India,PRD-102,2,1313.75,0.0,2627.5,1900.0,727.5,Cash on Delivery,Delivered,north.manager@ysm.com
ORD-20220231,2022-03-11,2022-03-12,Same Day,CUST-1050,Valued Customer,Mumbai,MH,West,India,PRD-115,4,42.52,0.0,170.08,140.0,30.08,Debit Card,Delivered,west.manager@ysm.com
ORD-20220074,2022-03-12,2022-03-14,Second Class,CUST-1093,Valued Customer,Mumbai,MH,West,India,PRD-113,3,608.95,0.05,1735.51,1350.0,385.51,Credit Card,Delivered,west.manager@ysm.com
ORD-20220249,2022-03-13,2022-03-15,Same Day,CUST-1022,Michael Iyer,Chennai,TN,South,India,PRD-115,9,42.37,0.2,305.06,315.0,-9.94,UPI,Delivered,south.manager@ysm.com
ORD-20220155,2022-03-13,2022-03-14,Standard Class,CUST-1044,Valued Customer,Mumbai,MH,West,India,PRD-108,8,99.13,0.0,793.04,600.0,193.04,Credit Card,Delivered,west.manager@ysm.com
ORD-20220113,2022-03-14,2022-03-15,Standard Class,CUST-1076,Rahul Wilson,San Francisco,CA,US-West,USA,PRD-114,5,139.3,0.2,557.2,550.0,7.2,Net Banking,Delivered,us.manager@ysm.com
ORD-20220346,2022-03-15,2022-03-21,Same Day,CUST-1097,Valued Customer,Mumbai,MH,West,India,PRD-101,5,1335.82,0.05,6345.15,4250.0,2095.15,Net Banking,Delivered,west.manager@ysm.com
ORD-20220272,2022-03-15,2022-03-17,Same Day,CUST-1069,Rahul Khan,Mumbai,MH,West,India,PRD-102,1,1330.03,0.0,1330.03,950.0,380.03,Debit Card,Returned,west.manager@ysm.com
ORD-20220163,2022-03-16,2022-03-18,First Class,CUST-1050,Valued Customer,Mumbai,MH,West,India,PRD-101,2,1291.49,0.0,2582.98,1700.0,882.98,Debit Card,Delivered,west.manager@ysm.com
ORD-20220218,2022-03-17,2022-03-21,Standard Class,CUST-1067,Jessica Davis,Bengaluru,KA,South,India,PRD-107,4,599.85,0.15,2039.49,1520.0,519.49,UPI,Delivered,south.manager@ysm.com
ORD-20220106,2022-03-18,2022-03-23,First Class,CUST-1093,Valued Customer,Mumbai,MH,West,India,PRD-113,4,555.33,0.0,2221.32,1800.0,421.32,Net Banking,In Transit,west.manager@ysm.com
ORD-20220339,2022-03-18,2022-03-20,Second Class,CUST-1050,Valued Customer,Mumbai,MH,West,India,PRD-109,5,94.11,0.1,423.5,325.0,98.5,UPI,In Transit,west.manager@ysm.com
ORD-20220126,2022-03-20,2022-03-24,First Class,CUST-1012,Valued Customer,Dubai,DXB,Asia-Pac,UAE,PRD-114,5,154.39,0.15,656.16,550.0,106.16,Cash on Delivery,Delivered,apac.manager@ysm.com
ORD-20220212,2022-03-20,2022-03-22,Second Class,CUST-1069,Rahul Khan,Mumbai,MH,West,India,PRD-101,10,1302.66,0.05,12375.27,8500.0,3875.27,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20220196,2022-03-20,2022-03-26,Standard Class,CUST-1069,Rahul Khan,Mumbai,MH,West,India,PRD-115,8,44.48,0.15,302.46,280.0,22.46,Net Banking,In Transit,west.manager@ysm.com
ORD-20220005,2022-03-21,2022-03-23,First Class,CUST-1099,Pooja Kapoor,Chandigarh,CH,North,India,PRD-102,7,1178.84,0.0,8251.88,6650.0,1601.88,UPI,In Transit,north.manager@ysm.com
ORD-20220313,2022-03-21,2022-03-24,Second Class,CUST-1072,Alex Smith,Chennai,TN,South,India,PRD-110,2,236.24,0.0,472.48,300.0,172.48,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20220157,2022-03-21,2022-03-25,Standard Class,CUST-1095,Valued Customer,Mumbai,MH,West,India,PRD-102,10,1456.8,0.15,12382.8,9500.0,2882.8,UPI,Delivered,west.manager@ysm.com
ORD-20220290,2022-03-22,2022-03-26,Same Day,CUST-1087,Vikram Iyer,Berlin,BER,Europe,Germany,PRD-107,4,528.57,0.1,1902.85,1520.0,382.85,UPI,Delivered,europe.manager@ysm.com
ORD-20220216,2022-03-24,2022-03-26,Second Class,CUST-1042,Valued Customer,Mumbai,MH,West,India,PRD-104,1,92.95,0.15,79.01,60.0,19.01,UPI,Delivered,west.manager@ysm.com
ORD-20220254,2022-03-24,2022-03-27,Second Class,CUST-1099,Pooja Kapoor,Chandigarh,CH,North,India,PRD-109,9,87.0,0.1,704.7,585.0,119.7,Credit Card,Delivered,north.manager@ysm.com
ORD-20220065,2022-03-28,2022-04-03,Standard Class,CUST-1043,Valued Customer,Mumbai,MH,West,India,PRD-103,10,1050.81,0.1,9457.29,8000.0,1457.29,Credit Card,In Transit,west.manager@ysm.com
ORD-20220194,2022-03-28,2022-03-29,Standard Class,CUST-1011,Priya Jones,Mumbai,MH,West,India,PRD-113,4,635.51,0.1,2287.84,1800.0,487.84,UPI,Returned,west.manager@ysm.com
ORD-20220069,2022-04-01,2022-04-07,Same Day,CUST-1016,Michael Iyer,London,MH,Europe,UK,PRD-105,4,85.41,0.0,341.64,280.0,61.64,Cash on Delivery,Delivered,europe.manager@ysm.com
ORD-20220102,2022-04-02,2022-04-05,Standard Class,CUST-1012,Valued Customer,Dubai,DXB,Asia-Pac,UAE,PRD-103,3,1186.57,0.1,3203.74,2400.0,803.74,Credit Card,Delivered,apac.manager@ysm.com
ORD-20220311,2022-04-02,2022-04-07,Same Day,CUST-1075,Aarav Jones,Chicago,IL,US-Central,USA,PRD-103,4,1129.23,0.0,4516.92,3200.0,1316.92,Credit Card,Delivered,us.manager@ysm.com
ORD-20220032,2022-04-04,2022-04-07,Same Day,CUST-1082,Vikram Iyer,Chicago,IL,US-Central,USA,PRD-111,2,285.98,0.15,486.17,440.0,46.17,Net Banking,Delivered,us.manager@ysm.com
ORD-20220244,2022-04-06,2022-04-10,Same Day,CUST-1076,Rahul Wilson,San Francisco,CA,US-West,USA,PRD-114,2,172.2,0.1,309.96,220.0,89.96,UPI,Returned,us.manager@ysm.com
ORD-20220056,2022-04-09,2022-04-13,First Class,CUST-1086,Rohan Verma,Chandigarh,CH,North,India,PRD-104,2,78.69,0.1,141.64,120.0,21.64,UPI,Returned,north.manager@ysm.com
ORD-20220295,2022-04-09,2022-04-10,First Class,CUST-1011,Priya Jones,Mumbai,MH,West,India,PRD-112,8,354.2,0.1,2550.24,2240.0,310.24,Debit Card,Delivered,west.manager@ysm.com
ORD-20220255,2022-04-11,2022-04-17,First Class,CUST-1028,Priya Singh,London,LDN,Europe,UK,PRD-110,5,187.51,0.2,750.04,750.0,0.04,Net Banking,Delivered,europe.manager@ysm.com
ORD-20220020,2022-04-12,2022-04-14,First Class,CUST-1055,Valued Customer,Mumbai,MH,West,India,PRD-111,9,331.1,0.2,2383.92,1980.0,403.92,Credit Card,Delivered,west.manager@ysm.com
ORD-20220149,2022-04-13,2022-04-15,First Class,CUST-1099,Pooja Kapoor,Chandigarh,CH,North,India,PRD-109,5,91.8,0.05,436.05,325.0,111.05,UPI,In Transit,north.manager@ysm.com
ORD-20220084,2022-04-13,2022-04-14,Second Class,CUST-1056,Valued Customer,Mumbai,MH,West,India,PRD-113,8,582.94,0.0,4663.52,3600.0,1063.52,Net Banking,Delivered,west.manager@ysm.com
ORD-20220287,2022-04-14,2022-04-19,First Class,CUST-1045,Valued Customer,Mumbai,MH,West,India,PRD-109,5,102.26,0.05,485.74,325.0,160.74,Credit Card,Delivered,west.manager@ysm.com
ORD-20220280,2022-04-15,2022-04-19,Same Day,CUST-1085,Priya Patel,Ahmedabad,GJ,West,India,PRD-102,1,1471.67,0.05,1398.09,950.0,448.09,Net Banking,Delivered,west.manager@ysm.com
ORD-20220109,2022-04-17,2022-04-23,Second Class,CUST-1093,Valued Customer,Mumbai,MH,West,India,PRD-102,2,1240.57,0.05,2357.08,1900.0,457.08,Debit Card,Delivered,west.manager@ysm.com
ORD-20220046,2022-04-18,2022-04-24,First Class,CUST-1034,Rohan Davis,San Francisco,CA,US-West,USA,PRD-105,5,89.7,0.2,358.8,350.0,8.8,Cash on Delivery,Delivered,us.manager@ysm.com
ORD-20220010,2022-04-18,2022-04-24,First Class,CUST-1041,Valued Customer,Mumbai,MH,West,India,PRD-104,2,88.84,0.2,142.14,120.0,22.14,Debit Card,Delivered,west.manager@ysm.com
ORD-20220344,2022-04-19,2022-04-25,Same Day,CUST-1039,Pooja Taylor,Mumbai,MH,West,India,PRD-114,2,143.93,0.1,259.07,220.0,39.07,Net Banking,Delivered,west.manager@ysm.com
ORD-20220094,2022-04-19,2022-04-22,First Class,CUST-1027,Vikram Davis,Mumbai,MH,West,India,PRD-112,10,374.12,0.1,3367.08,2800.0,567.08,Net Banking,Delivered,west.manager@ysm.com
ORD-20220308,2022-04-22,2022-04-27,Standard Class,CUST-1060,Pooja Deshmukh,New York,NY,US-East,USA,PRD-109,6,79.18,0.0,475.08,390.0,85.08,Net Banking,Delivered,us.manager@ysm.com
ORD-20220220,2022-04-25,2022-04-26,First Class,,Rohan Smith,Kolkata,WB,West,India,PRD-114,6,172.96,0.05,985.87,660.0,325.87,Debit Card,Delivered,west.manager@ysm.com
ORD-20220321,2022-04-26,2022-04-29,Second Class,CUST-1024,David Gupta,Bengaluru,KA,South,India,PRD-112,1,426.25,0.2,341.0,280.0,61.0,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20220341,2022-04-26,2022-04-29,Standard Class,CUST-1084,Rohan Davis,Kolkata,WB,East,India,PRD-113,1,657.67,0.0,657.67,450.0,207.67,Cash on Delivery,Delivered,east.manager@ysm.com
ORD-20220151,2022-04-26,2022-05-02,Same Day,CUST-1095,Valued Customer,Mumbai,MH,West,India,PRD-103,9,1269.53,0.1,10283.19,7200.0,3083.19,Credit Card,In Transit,west.manager@ysm.com
ORD-20220210,2022-04-26,2022-04-28,Second Class,CUST-1066,Priya Smith,Delhi,DL,North,India,PRD-113,2,553.89,0.2,886.22,900.0,-13.78,Net Banking,In Transit,north.manager@ysm.com
ORD-20220141,2022-04-29,2022-05-03,First Class,CUST-1077,Vikram Johnson,Chennai,TN,South,India,PRD-103,1,1107.06,0.15,941.0,800.0,141.0,UPI,Returned,south.manager@ysm.com
ORD-20220003,2022-04-30,2022-05-05,Standard Class,CUST-1065,Amit Verma,Berlin,BER,Europe,Germany,PRD-102,9,1353.27,0.15,10352.52,8550.0,1802.52,Debit Card,Delivered,europe.manager@ysm.com
ORD-20220066,2022-05-01,2022-05-07,First Class,CUST-1008,John Iyer,Chennai,TN,South,India,PRD-108,4,96.74,0.05,367.61,300.0,67.61,Credit Card,Delivered,south.manager@ysm.com
ORD-20220028,2022-05-02,2022-05-05,Same Day,CUST-1029,Sarah Anderson,Ahmedabad,GJ,West,India,PRD-110,3,192.85,0.2,462.84,450.0,12.84,Net Banking,Delivered,west.manager@ysm.com
ORD-20220096,2022-05-04,2022-05-10,Same Day,CUST-1100,Pooja Khan,London,LDN,Europe,UK,PRD-107,8,554.18,0.15,3768.42,3040.0,728.42,Credit Card,Delivered,europe.manager@ysm.com
ORD-20220263,2022-05-04,2022-05-08,Standard Class,CUST-1017,Emily Deshmukh,Chandigarh,CH,North,India,PRD-113,4,588.14,0.05,2234.93,1800.0,434.93,Credit Card,Delivered,north.manager@ysm.com
ORD-20220022,2022-05-04,2022-05-09,Standard Class,CUST-1001,Sneha Sharma,Kolkata,WB,East,India,PRD-115,8,43.2,0.0,345.6,280.0,65.6,Net Banking,In Transit,east.manager@ysm.com
ORD-20220029,2022-05-05,2022-05-09,Same Day,CUST-1049,Valued Customer,Mumbai,MH,West,India,PRD-102,2,1212.36,0.15,2061.01,1900.0,161.01,UPI,Delivered,west.manager@ysm.com
ORD-20220127,2022-05-05,2022-05-09,Second Class,CUST-1037,Aarav Anderson,New York,NY,US-East,USA,PRD-113,10,609.05,0.2,4872.4,4500.0,372.4,Debit Card,In Transit,us.manager@ysm.com
ORD-20220011,2022-05-06,2022-05-08,Same Day,CUST-1031,Aarav Singh,San Francisco,CA,US-West,USA,PRD-104,9,81.11,0.05,693.49,540.0,153.49,UPI,In Transit,us.manager@ysm.com
ORD-20220067,2022-05-06,2022-05-10,Standard Class,CUST-1070,Pooja Taylor,Delhi,DL,North,India,PRD-108,10,103.66,0.05,984.77,750.0,234.77,Cash on Delivery,Delivered,north.manager@ysm.com
ORD-20220303,2022-05-07,2022-05-13,Standard Class,CUST-1056,Valued Customer,Mumbai,MH,West,India,PRD-111,9,310.24,0.1,2512.94,1980.0,532.94,Credit Card,Delivered,west.manager@ysm.com
ORD-20220072,2022-05-07,2022-05-13,First Class,CUST-1073,John Khan,Ahmedabad,GJ,West,India,PRD-108,9,112.97,0.15,864.22,675.0,189.22,Debit Card,Delivered,west.manager@ysm.com
ORD-20220203,2022-05-07,2022-05-13,Same Day,CUST-1029,Sarah Anderson,Ahmedabad,GJ,West,India,PRD-111,9,351.21,0.2,2528.71,1980.0,548.71,Net Banking,Delivered,west.manager@ysm.com
ORD-20220039,2022-05-07,2022-05-12,Standard Class,CUST-1005,Kavita Sharma,Chennai,TN,South,India,PRD-105,7,101.34,0.2,567.5,490.0,77.5,Net Banking,Delivered,south.manager@ysm.com
ORD-20220283,2022-05-07,2022-05-10,First Class,CUST-1092,Valued Customer,Mumbai,MH,West,India,PRD-110,5,193.49,0.1,870.71,750.0,120.71,Debit Card,Returned,west.manager@ysm.com
ORD-20220147,2022-05-09,2022-05-15,Second Class,CUST-1051,Valued Customer,Mumbai,MH,West,India,PRD-115,1,50.8,0.1,45.72,35.0,10.72,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20220206,2022-05-10,2022-05-16,Second Class,CUST-1019,Fatima Khan,New York,NY,US-East,USA,PRD-109,10,86.67,0.05,823.37,650.0,173.37,UPI,Delivered,us.manager@ysm.com
ORD-20220228,2022-05-10,2022-05-16,Standard Class,CUST-1034,Rohan Davis,San Francisco,CA,US-West,USA,PRD-102,2,1275.7,0.1,2296.26,1900.0,396.26,Debit Card,Returned,us.manager@ysm.com
ORD-20220173,2022-05-11,2022-05-14,Second Class,CUST-1052,Valued Customer,Mumbai,MH,West,India,PRD-115,8,51.62,0.0,412.96,280.0,132.96,Credit Card,In Transit,west.manager@ysm.com
ORD-20220019,2022-05-15,2022-05-20,Second Class,CUST-1098,Sneha Williams,Dubai,DXB,Asia-Pac,UAE,PRD-110,2,210.46,0.1,378.83,300.0,78.83,Net Banking,Delivered,apac.manager@ysm.com
ORD-20220058,2022-05-16,2022-05-17,Standard Class,CUST-1084,Rohan Davis,Kolkata,WB,East,India,PRD-115,6,50.35,0.1,271.89,210.0,61.89,Cash on Delivery,Delivered,east.manager@ysm.com
ORD-20220014,2022-05-16,2022-05-18,Second Class,CUST-1061,Amit Williams,Bengaluru,KA,South,India,PRD-108,9,112.35,0.1,910.03,675.0,235.03,Net Banking,Delivered,south.manager@ysm.com
ORD-20220045,2022-05-16,2022-05-17,Standard Class,CUST-1021,Priya Khan,Singapore,SG,Asia-Pac,Singapore,PRD-107,3,568.85,0.1,1535.89,1140.0,395.89,UPI,Delivered,apac.manager@ysm.com
ORD-20220035,2022-05-16,2022-05-20,First Class,CUST-1036,Emily Deshmukh,Singapore,MH,Asia-Pac,Singapore,PRD-104,9,82.15,0.15,628.45,540.0,88.45,Debit Card,Delivered,apac.manager@ysm.com
ORD-20220239,2022-05-21,2022-05-27,Standard Class,CUST-1009,Valued Customer,Ahmedabad,GJ,West,India,PRD-109,7,79.95,0.1,503.69,455.0,48.69,Net Banking,In Transit,west.manager@ysm.com
