OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,City,State,Region,Country,ProductID,Quantity,UnitPrice,Discount,SalesAmount,CostAmount,Profit,PaymentMethod,ReturnStatus,ManagerEmail
ORD-20230297,2023-02-14,2023-02-17,Same Day,CUST-1008,John Iyer,Chennai,TN,South,India,PRD-109,7,87.18,0.15,518.72,455.0,63.72,Net Banking,Delivered,south.manager@ysm.com
ORD-20230195,2023-02-17,2023-02-20,First Class,CUST-1033,Neha Jones,Berlin,BER,Europe,Germany,PRD-115,7,44.56,0.15,265.13,245.0,20.13,Cash on Delivery,Delivered,europe.manager@ysm.com
ORD-20230050,2023-02-17,2023-02-21,First Class,CUST-1086,Rohan Verma,Chandigarh,CH,North,India,PRD-103,6,1182.31,0.15,6029.78,4800.0,1229.78,Cash on Delivery,Delivered,north.manager@ysm.com
ORD-20230091,2023-02-18,2023-02-23,Second Class,CUST-1080,Fatima Reddy,Mumbai,MH,West,India,PRD-113,7,654.7,0.0,4582.9,3150.0,1432.9,Net Banking,Delivered,west.manager@ysm.com
ORD-20230279,2023-02-19,2023-02-21,Same Day,CUST-1021,Priya Khan,Singapore,SG,Asia-Pac,Singapore,PRD-108,10,117.05,0.0,1170.5,750.0,420.5,Net Banking,Delivered,apac.manager@ysm.com
ORD-20230239,2023-02-19,2023-02-21,Standard Class,CUST-1044,Valued Customer,Mumbai,MH,West,India,PRD-113,4,652.85,0.05,2480.83,1800.0,680.83,Cash on Delivery,In Transit,west.manager@ysm.com
ORD-20230021,2023-02-20,2023-02-23,Second Class,CUST-1013,Kavita Johnson,Chennai,TN,South,India,PRD-112,9,393.2,0.2,2831.04,2520.0,311.04,Net Banking,Returned,south.manager@ysm.com
ORD-20230054,2023-02-20,2023-02-26,Same Day,CUST-1015,Ananya Patel,Dubai,DXB,Asia-Pac,UAE,PRD-112,3,337.82,0.15,861.44,840.0,21.44,Cash on Delivery,Delivered,apac.manager@ysm.com
ORD-20230126,2023-02-21,2023-02-25,Second Class,CUST-1082,Vikram Iyer,Chicago,IL,US-Central,USA,PRD-105,2,88.55,0.0,177.1,140.0,37.1,UPI,Delivered,us.manager@ysm.com
ORD-20230186,2023-02-21,2023-02-27,First Class,CUST-1078,Ananya Deshmukh,Dubai,DXB,Asia-Pac,UAE,PRD-103,3,1159.3,0.15,2956.22,2400.0,556.22,Credit Card,Delivered,apac.manager@ysm.com
ORD-20230331,2023-02-22,2023-02-23,Standard Class,CUST-1091,Valued Customer,Mumbai,MH,West,India,PRD-104,8,94.48,0.2,604.67,480.0,124.67,Credit Card,Delivered,west.manager@ysm.com
ORD-20230005,2023-02-22,2023-02-23,Standard Class,CUST-1022,Michael Iyer,Chennai,TN,South,India,PRD-102,2,1274.49,0.2,2039.18,1900.0,139.18,Net Banking,In Transit,south.manager@ysm.com
ORD-20230240,2023-02-23,2023-02-25,Same Day,CUST-1093,Valued Customer,Mumbai,MH,West,India,PRD-110,2,218.79,0.05,415.7,300.0,115.7,Credit Card,Delivered,west.manager@ysm.com
ORD-20230003,2023-02-24,2023-02-25,Standard Class,CUST-1006,Fatima Brown,New York,NY,US-East,USA,PRD-113,8,709.73,0.1,5110.06,3600.0,1510.06,UPI,Delivered,us.manager@ysm.com
ORD-20230344,2023-02-26,2023-03-04,Same Day,CUST-1097,Valued Customer,Mumbai,MH,West,India,PRD-105,5,101.3,0.2,405.2,350.0,55.2,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20230280,2023-03-02,2023-03-03,Same Day,CUST-1017,Emily Deshmukh,Chandigarh,CH,North,India,PRD-101,10,1244.19,0.2,9953.52,8500.0,1453.52,Credit Card,In Transit,north.manager@ysm.com
ORD-20230034,2023-03-02,2023-03-04,First Class,CUST-1027,Vikram Davis,Mumbai,MH,West,India,PRD-108,6,93.51,0.05,533.01,450.0,83.01,Net Banking,Delivered,west.manager@ysm.com
ORD-20230170,2023-03-02,2023-03-06,Standard Class,CUST-1035,Ananya Davis,Chennai,TN,South,India,PRD-108,10,115.99,0.2,927.92,750.0,177.92,Net Banking,Delivered,south.manager@ysm.com
ORD-20230095,2023-03-03,2023-03-08,First Class,CUST-1071,Rahul Brown,Chicago,IL,US-Central,USA,PRD-107,4,602.62,0.15,2048.91,1520.0,528.91,UPI,Delivered,us.manager@ysm.com
ORD-20230248,2023-03-05,2023-03-06,Standard Class,CUST-1023,John Kapoor,New York,NY,US-East,USA,PRD-113,7,643.09,0.2,3601.3,3150.0,451.3,Net Banking,Delivered,us.manager@ysm.com
ORD-20230102,2023-03-07,2023-03-08,First Class,CUST-1009,Valued Customer,Ahmedabad,GJ,West,India,PRD-109,8,81.19,0.0,649.52,520.0,129.52,Debit Card,Delivered,west.manager@ysm.com
ORD-20230216,2023-03-07,2023-03-08,Same Day,CUST-1090,Emily Taylor,Bengaluru,KA,South,India,PRD-114,10,160.93,0.1,1448.37,1100.0,348.37,Net Banking,Delivered,south.manager@ysm.com
ORD-20230115,2023-03-08,2023-03-11,Second Class,CUST-1001,Sneha Sharma,Kolkata,WB,East,India,PRD-110,6,235.13,0.0,1410.78,900.0,510.78,Credit Card,Delivered,east.manager@ysm.com
ORD-20230178,2023-03-08,2023-03-09,Same Day,CUST-1069,Rahul Khan,Mumbai,MH,West,India,PRD-103,5,1121.07,0.05,5325.08,4000.0,1325.08,Credit Card,In Transit,west.manager@ysm.com
ORD-20230004,2023-03-09,2023-03-10,Second Class,CUST-1053,Valued Customer,Mumbai,MH,West,India,PRD-102,9,1303.77,0.2,9387.14,8550.0,837.14,Net Banking,Delivered,west.manager@ysm.com
ORD-20230278,2023-03-09,2023-03-10,Standard Class,CUST-1063,David Reddy,Berlin,BER,Europe,Germany,PRD-109,9,83.26,0.15,636.94,585.0,51.94,Debit Card,Delivered,europe.manager@ysm.com
ORD-20230220,2023-03-09,2023-03-15,Second Class,CUST-1062,Aarav Williams,Singapore,SG,Asia-Pac,Singapore,PRD-105,6,98.11,0.0,588.66,420.0,168.66,UPI,Delivered,apac.manager@ysm.com
ORD-20230218,2023-03-10,2023-03-12,Same Day,CUST-1044,Valued Customer,Mumbai,MH,West,India,PRD-103,9,1152.81,0.1,9337.76,7200.0,2137.76,Net Banking,In Transit,west.manager@ysm.com
ORD-20230076,2023-03-12,2023-03-18,Standard Class,,Rohan Smith,Kolkata,WB,West,India,PRD-107,6,480.9,0.2,2308.32,2280.0,28.32,Net Banking,In Transit,west.manager@ysm.com
ORD-20230194,2023-03-12,2023-03-18,Second Class,CUST-1096,Valued Customer,Mumbai,MH,West,India,PRD-101,8,1131.74,0.2,7243.14,6800.0,443.14,UPI,Returned,west.manager@ysm.com
ORD-20230045,2023-03-13,2023-03-15,Second Class,CUST-1033,Neha Jones,Berlin,BER,Europe,Germany,PRD-104,10,91.33,0.1,821.97,600.0,221.97,Net Banking,Delivered,europe.manager@ysm.com
ORD-20230049,2023-03-14,2023-03-19,First Class,CUST-1035,Ananya Davis,Chennai,TN,South,India,PRD-101,7,1233.46,0.15,7339.09,5950.0,1389.09,Credit Card,Returned,south.manager@ysm.com
ORD-20230024,2023-03-14,2023-03-17,First Class,CUST-1089,Rahul Gupta,Delhi,DL,North,India,PRD-114,4,147.09,0.2,470.69,440.0,30.69,Cash on Delivery,Delivered,north.manager@ysm.com
ORD-20230173,2023-03-15,2023-03-18,Second Class,CUST-1072,Alex Smith,Chennai,TN,South,India,PRD-101,8,1284.84,0.1,9250.85,6800.0,2450.85,Debit Card,Delivered,south.manager@ysm.com
ORD-20230276,2023-03-15,2023-03-20,Second Class,CUST-1040,Valued Customer,Mumbai,MH,West,India,PRD-105,9,101.45,0.1,821.75,630.0,191.75,Debit Card,Returned,west.manager@ysm.com
ORD-20230073,2023-03-21,2023-03-26,First Class,CUST-1059,Fatima Sharma,Singapore,SG,Asia-Pac,Singapore,PRD-104,2,81.38,0.1,146.48,120.0,26.48,Cash on Delivery,Returned,apac.manager@ysm.com
ORD-20230286,2023-03-21,2023-03-25,First Class,CUST-1027,Vikram Davis,Mumbai,MH,West,India,PRD-112,9,365.27,0.15,2794.32,2520.0,274.32,Net Banking,Delivered,west.manager@ysm.com
ORD-20230118,2023-03-22,2023-03-28,Same Day,CUST-1026,Sarah Taylor,Chandigarh,CH,North,India,PRD-114,8,166.84,0.1,1201.25,880.0,321.25,Debit Card,Returned,north.manager@ysm.com
ORD-20230175,2023-03-23,2023-03-27,Standard Class,CUST-1086,Rohan Verma,Chandigarh,CH,North,India,PRD-102,7,1189.17,0.15,7075.56,6650.0,425.56,Cash on Delivery,Delivered,north.manager@ysm.com
ORD-20230230,2023-03-24,2023-03-29,First Class,CUST-1088,Fatima Brown,Delhi,DL,North,India,PRD-106,8,288.54,0.05,2192.9,1920.0,272.9,Credit Card,Delivered,north.manager@ysm.com
ORD-20230273,2023-03-24,2023-03-26,Standard Class,CUST-1089,Rahul Gupta,Delhi,DL,North,India,PRD-115,3,54.47,0.0,163.41,105.0,58.41,Debit Card,Delivered,north.manager@ysm.com
ORD-20230039,2023-03-27,2023-03-28,Standard Class,CUST-1033,Neha Jones,Berlin,BER,Europe,Germany,PRD-102,4,1442.43,0.1,5192.75,3800.0,1392.75,Credit Card,Delivered,europe.manager@ysm.com
ORD-20230167,2023-03-29,2023-04-04,Second Class,CUST-1003,Fatima Patel,Ahmedabad,GJ,West,India,PRD-114,8,144.93,0.05,1101.47,880.0,221.47,UPI,Returned,west.manager@ysm.com
ORD-20230146,2023-03-30,2023-04-02,Same Day,CUST-1036,Emily Deshmukh,Singapore,MH,Asia-Pac,Singapore,PRD-110,10,188.63,0.15,1603.36,1500.0,103.36,Credit Card,Delivered,apac.manager@ysm.com
ORD-20230033,2023-03-30,2023-04-05,First Class,CUST-1063,David Reddy,Berlin,BER,Europe,Germany,PRD-106,10,376.19,0.0,3761.9,2400.0,1361.9,Debit Card,Delivered,europe.manager@ysm.com
ORD-20230267,2023-03-31,2023-04-04,Same Day,CUST-1100,Pooja Khan,London,LDN,Europe,UK,PRD-108,2,100.96,0.2,161.54,150.0,11.54,UPI,Delivered,europe.manager@ysm.com
ORD-20230288,2023-04-02,2023-04-05,Same Day,CUST-1021,Priya Khan,Singapore,SG,Asia-Pac,Singapore,PRD-106,5,312.36,0.2,1249.44,1200.0,49.44,UPI,In Transit,apac.manager@ysm.com
ORD-20230274,2023-04-03,2023-04-08,Same Day,CUST-1015,Ananya Patel,Dubai,DXB,Asia-Pac,UAE,PRD-105,10,100.78,0.0,1007.8,700.0,307.8,UPI,Delivered,apac.manager@ysm.com
ORD-20230213,2023-04-08,2023-04-14,First Class,CUST-1092,Valued Customer,Mumbai,MH,West,India,PRD-110,7,186.47,0.0,1305.29,1050.0,255.29,Net Banking,Delivered,west.manager@ysm.com
ORD-20230140,2023-04-09,2023-04-11,Standard Class,CUST-1012,Valued Customer,Dubai,DXB,Asia-Pac,UAE,PRD-103,7,1095.48,0.05,7284.94,5600.0,1684.94,Debit Card,In Transit,apac.manager@ysm.com
ORD-20230010,2023-04-11,2023-04-15,Standard Class,CUST-1038,Sneha Johnson,Chennai,TN,South,India,PRD-112,1,351.17,0.15,298.49,280.0,18.49,UPI,In Transit,south.manager@ysm.com
ORD-20230031,2023-04-11,2023-04-15,Standard Class,,Rohan Smith,Kolkata,WB,West,India,PRD-114,8,143.54,0.2,918.66,880.0,38.66,UPI,Delivered,west.manager@ysm.com
ORD-20230188,2023-04-13,2023-04-16,Second Class,CUST-1085,Priya Patel,Ahmedabad,GJ,West,India,PRD-115,7,47.01,0.1,296.16,245.0,51.16,Debit Card,Delivered,west.manager@ysm.com
ORD-20230295,2023-04-14,2023-04-20,First Class,CUST-1065,Amit Verma,Berlin,BER,Europe,Germany,PRD-115,10,44.73,0.2,357.84,350.0,7.84,Net Banking,Returned,europe.manager@ysm.com
ORD-20230089,2023-04-16,2023-04-21,Second Class,CUST-1033,Neha Jones,Berlin,BER,Europe,Germany,PRD-104,1,82.08,0.05,77.98,60.0,17.98,UPI,Delivered,europe.manager@ysm.com
ORD-20230104,2023-04-20,2023-04-22,First Class,CUST-1012,Valued Customer,Dubai,DXB,Asia-Pac,UAE,PRD-112,3,367.34,0.0,1102.02,840.0,262.02,Net Banking,Delivered,apac.manager@ysm.com
ORD-20230275,2023-04-21,2023-04-25,Same Day,CUST-1033,Neha Jones,Berlin,BER,Europe,Germany,PRD-104,3,92.82,0.05,264.54,180.0,84.54,Cash on Delivery,Delivered,europe.manager@ysm.com
ORD-20230304,2023-04-23,2023-04-29,Second Class,CUST-1085,Priya Patel,Ahmedabad,GJ,West,India,PRD-103,7,1216.05,0.1,7661.12,5600.0,2061.12,Net Banking,Delivered,west.manager@ysm.com
ORD-20230246,2023-04-23,2023-04-25,Same Day,CUST-1070,Pooja Taylor,Delhi,DL,North,India,PRD-110,9,227.81,0.1,1845.26,1350.0,495.26,Debit Card,Delivered,north.manager@ysm.com
ORD-20230250,2023-04-24,2023-04-29,First Class,CUST-1069,Rahul Khan,Mumbai,MH,West,India,PRD-114,3,140.55,0.2,337.32,330.0,7.32,Credit Card,In Transit,west.manager@ysm.com
ORD-20230234,2023-04-24,2023-04-26,First Class,CUST-1002,Pooja Gupta,Mumbai,MH,West,India,PRD-110,5,199.86,0.05,949.33,750.0,199.33,Net Banking,Delivered,west.manager@ysm.com
ORD-20230166,2023-04-24,2023-04-30,Same Day,CUST-1044,Valued Customer,Mumbai,MH,West,India,PRD-109,6,101.57,0.2,487.54,390.0,97.54,UPI,In Transit,west.manager@ysm.com
ORD-20230225,2023-04-25,2023-05-01,Same Day,CUST-1057,Valued Customer,Mumbai,MH,West,India,PRD-107,5,492.11,0.0,2460.55,1900.0,560.55,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20230268,2023-04-25,2023-04-30,Same Day,CUST-1042,Valued Customer,Mumbai,MH,West,India,PRD-112,6,375.52,0.15,1915.15,1680.0,235.15,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20230040,2023-04-26,2023-05-01,First Class,CUST-1052,Valued Customer,Mumbai,MH,West,India,PRD-112,8,354.84,0.2,2270.98,2240.0,30.98,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20230282,2023-04-28,2023-05-02,Same Day,CUST-1050,Valued Customer,Mumbai,MH,West,India,PRD-111,10,294.85,0.0,2948.5,2200.0,748.5,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20230060,2023-04-28,2023-05-02,Standard Class,CUST-1017,Emily Deshmukh,Chandigarh,CH,North,India,PRD-114,2,164.15,0.0,328.3,220.0,108.3,UPI,Delivered,north.manager@ysm.com
ORD-20230308,2023-04-28,2023-04-30,Second Class,CUST-1068,Alex Patel,Mumbai,MH,West,India,PRD-102,6,1457.81,0.05,8309.52,5700.0,2609.52,Credit Card,Delivered,west.manager@ysm.com
ORD-20230271,2023-04-28,2023-05-02,First Class,CUST-1067,Jessica Davis,Bengaluru,KA,South,India,PRD-110,8,223.22,0.15,1517.9,1200.0,317.9,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20230296,2023-04-29,2023-05-04,Second Class,CUST-1056,Valued Customer,Mumbai,MH,West,India,PRD-113,6,661.32,0.05,3769.52,2700.0,1069.52,Credit Card,Delivered,west.manager@ysm.com
ORD-20230028,2023-04-29,2023-05-03,Second Class,CUST-1091,Valued Customer,Mumbai,MH,West,India,PRD-102,7,1210.83,0.15,7204.44,6650.0,554.44,Credit Card,Returned,west.manager@ysm.com
ORD-20230318,2023-05-01,2023-05-06,Same Day,CUST-1009,Valued Customer,Ahmedabad,GJ,West,India,PRD-112,4,431.91,0.05,1641.26,1120.0,521.26,Debit Card,Delivered,west.manager@ysm.com
ORD-20230330,2023-05-01,2023-05-07,First Class,CUST-1045,Valued Customer,Mumbai,MH,West,India,PRD-108,2,118.21,0.05,224.6,150.0,74.6,Debit Card,Delivered,west.manager@ysm.com
ORD-20230205,2023-05-01,2023-05-02,Same Day,CUST-1062,Aarav Williams,Singapore,SG,Asia-Pac,Singapore,PRD-104,10,82.66,0.15,702.61,600.0,102.61,Credit Card,In Transit,apac.manager@ysm.com
ORD-20230044,2023-05-02,2023-05-04,First Class,CUST-1029,Sarah Anderson,Ahmedabad,GJ,West,India,PRD-106,10,370.66,0.15,3150.61,2400.0,750.61,Debit Card,Delivered,west.manager@ysm.com
ORD-20230315,2023-05-02,2023-05-05,Same Day,CUST-1002,Pooja Gupta,Mumbai,MH,West,India,PRD-103,6,1266.73,0.1,6840.34,4800.0,2040.34,Debit Card,Delivered,west.manager@ysm.com
ORD-20230074,2023-05-03,2023-05-04,Second Class,CUST-1039,Pooja Taylor,Mumbai,MH,West,India,PRD-101,7,1049.31,0.0,7345.17,5950.0,1395.17,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20230204,2023-05-04,2023-05-07,First Class,CUST-1045,Valued Customer,Mumbai,MH,West,India,PRD-112,4,341.64,0.2,1093.25,1120.0,-26.75,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20230027,2023-05-05,2023-05-10,Second Class,CUST-1033,Neha Jones,Berlin,BER,Europe,Germany,PRD-104,6,85.25,0.2,409.2,360.0,49.2,Cash on Delivery,Delivered,europe.manager@ysm.com
ORD-20230255,2023-05-07,2023-05-09,Same Day,CUST-1017,Emily Deshmukh,Chandigarh,CH,North,India,PRD-103,6,1048.54,0.05,5976.68,4800.0,1176.68,UPI,Delivered,north.manager@ysm.com
ORD-20230110,2023-05-07,2023-05-13,Second Class,CUST-1082,Vikram Iyer,Chicago,IL,US-Central,USA,PRD-111,1,287.45,0.05,273.08,220.0,53.08,Net Banking,In Transit,us.manager@ysm.com
ORD-20230350,2023-05-08,2023-05-12,Same Day,CUST-1083,John Kapoor,London,LDN,Europe,UK,PRD-103,1,1039.09,0.05,987.14,800.0,187.14,Cash on Delivery,Returned,europe.manager@ysm.com
ORD-20230080,2023-05-11,2023-05-12,Standard Class,CUST-1029,Sarah Anderson,Ahmedabad,GJ,West,India,PRD-103,9,1033.09,0.0,9297.81,7200.0,2097.81,Credit Card,In Transit,west.manager@ysm.com
ORD-20230283,2023-05-11,2023-05-15,Second Class,CUST-1049,Valued Customer,Mumbai,MH,West,India,PRD-105,2,109.48,0.1,197.06,140.0,57.06,Net Banking,Delivered,west.manager@ysm.com
ORD-20230212,2023-05-11,2023-05-16,Second Class,CUST-1077,Vikram Johnson,Chennai,TN,South,India,PRD-109,7,82.88,0.05,551.15,455.0,96.15,Cash on Delivery,In Transit,south.manager@ysm.com
ORD-20230237,2023-05-12,2023-05-17,First Class,CUST-1016,Michael Iyer,London,MH,Europe,UK,PRD-104,9,72.59,0.1,587.98,540.0,47.98,Net Banking,In Transit,europe.manager@ysm.com
ORD-20230077,2023-05-13,2023-05-15,First Class,CUST-1042,Valued Customer,Mumbai,MH,West,India,PRD-104,5,75.05,0.0,375.25,300.0,75.25,Credit Card,Delivered,west.manager@ysm.com
ORD-20230156,2023-05-13,2023-05-19,Standard Class,CUST-1005,Kavita Sharma,Chennai,TN,South,India,PRD-104,7,78.84,0.0,551.88,420.0,131.88,Debit Card,In Transit,south.manager@ysm.com
ORD-20230096,2023-05-16,2023-05-17,Standard Class,CUST-1078,Ananya Deshmukh,Dubai,DXB,Asia-Pac,UAE,PRD-106,5,303.13,0.2,1212.52,1200.0,12.52,Credit Card,Delivered,apac.manager@ysm.com
ORD-20230223,2023-05-17,2023-05-19,First Class,CUST-1036,Emily Deshmukh,Singapore,MH,Asia-Pac,Singapore,PRD-104,3,88.4,0.0,265.2,180.0,85.2,UPI,Delivered,apac.manager@ysm.com
ORD-20230008,2023-05-18,2023-05-22,Second Class,CUST-1017,Emily Deshmukh,Chandigarh,CH,North,India,PRD-115,7,42.89,0.1,270.21,245.0,25.21,Cash on Delivery,Delivered,north.manager@ysm.com
ORD-20230136,2023-05-18,2023-05-23,Standard Class,CUST-1064,Fatima Miller,Chennai,TN,South,India,PRD-107,2,478.97,0.0,957.94,760.0,197.94,UPI,In Transit,south.manager@ysm.com
